outlet,tweets_ago,text,date,compound,positive,neutral,negative
CBS,-39,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",Thu Nov 30 02:45:03 +0000 2017,0.6514,0.158,0.842,0.0
CBS,-40,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,Thu Nov 30 00:06:05 +0000 2017,0.1139,0.064,0.936,0.0
CBS,-41,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,Wed Nov 29 23:20:13 +0000 2017,0.6825,0.228,0.772,0.0
CBS,-42,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,Wed Nov 29 23:15:24 +0000 2017,0.5826,0.152,0.848,0.0
CBS,-43,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,Wed Nov 29 23:14:57 +0000 2017,0.0,0.0,1.0,0.0
CBS,-44,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,Wed Nov 29 23:13:40 +0000 2017,0.0,0.0,1.0,0.0
CBS,-45,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,Wed Nov 29 22:34:56 +0000 2017,0.0,0.0,1.0,0.0
CBS,-46,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,Wed Nov 29 21:07:33 +0000 2017,0.0,0.0,1.0,0.0
CBS,-47,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,Wed Nov 29 20:41:13 +0000 2017,0.4559,0.142,0.858,0.0
CBS,-48,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,Wed Nov 29 15:00:07 +0000 2017,0.0,0.0,1.0,0.0
CBS,-49,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,Wed Nov 29 12:00:06 +0000 2017,0.6124,0.2,0.8,0.0
CBS,-50,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",Wed Nov 29 09:09:48 +0000 2017,0.4926,0.158,0.842,0.0
CBS,-51,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,Wed Nov 29 08:39:05 +0000 2017,0.6696,0.191,0.809,0.0
CBS,-52,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",Wed Nov 29 08:22:35 +0000 2017,0.6696,0.183,0.817,0.0
CBS,-53,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh,Wed Nov 29 07:56:05 +0000 2017,0.4201,0.158,0.754,0.087
CBS,-54,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…",Wed Nov 29 06:41:12 +0000 2017,0.5826,0.152,0.848,0.0
CBS,-55,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c,Wed Nov 29 04:13:05 +0000 2017,0.5106,0.249,0.751,0.0
CBS,-56,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…",Wed Nov 29 04:02:16 +0000 2017,0.9476,0.449,0.551,0.0
CBS,-57,55 Models. 88 Looks. 1 FABULOUS Night. #VSFashionShow https://t.co/TmYqRjDRE5,Wed Nov 29 04:00:58 +0000 2017,0.6289,0.371,0.629,0.0
CBS,-58,Two. Million. Dollar. Bra. ?  #VSFashionShow https://t.co/4dp7RbMHlp,Wed Nov 29 03:57:07 +0000 2017,0.0,0.0,1.0,0.0
CBS,-59,RT @exclvdes: HARRY SINGING ANGEL FOR THE ANGELS HAS ME CRYING #VSFashionShow,Wed Nov 29 03:56:08 +0000 2017,-0.5904,0.0,0.742,0.258
CBS,-60,RT @victoriaa_POW: how does one become a vs angel overnight......asking for a friend #vsfashionshow,Wed Nov 29 03:53:09 +0000 2017,0.4939,0.225,0.775,0.0
CBS,-61,RT @MzShortNSweet_: Guys it's almost done... I can not??????? #VSFashionShow,Wed Nov 29 03:52:28 +0000 2017,0.0,0.0,1.0,0.0
CBS,-62,Absolute goddess. #VSFashionShow https://t.co/cSCwwFltQW,Wed Nov 29 03:47:11 +0000 2017,0.0,0.0,1.0,0.0
CBS,-63,FIERCE. #VSFashionShow https://t.co/VNlXH4Z3kJ,Wed Nov 29 03:45:32 +0000 2017,0.0,0.0,1.0,0.0
CBS,-64,RT @__lowens: Is it just me or are the models this year EXTRA beautiful? #Diversity #VSFashionShow,Wed Nov 29 03:42:10 +0000 2017,0.5994,0.206,0.794,0.0
CBS,-65,RT @Ceci20GS: Can’t believe this is @AngelAlessandra last walk ?#VSFashionShow,Wed Nov 29 03:39:21 +0000 2017,0.0,0.0,1.0,0.0
CBS,-66,RT @JustHedyJ: All these ladies are so beautiful I love them all. #VSFashionShow,Wed Nov 29 03:36:37 +0000 2017,0.8878,0.486,0.514,0.0
CBS,-67,? #VSFashionShow https://t.co/Vs9sktkL8c,Wed Nov 29 03:34:35 +0000 2017,0.0,0.0,1.0,0.0
CBS,-68,"It's not about how we fall, it's about how we get up. #VSFashionShow https://t.co/NCe08O8OjU",Wed Nov 29 03:26:10 +0000 2017,0.0,0.0,1.0,0.0
CBS,-69,Runway ready! #VSFashionShow https://t.co/tUeJ2A6xRx,Wed Nov 29 03:22:53 +0000 2017,0.4199,0.482,0.518,0.0
CBS,-70,RT @VictoriasSecret: That VOICE ?! @leslieodomjr making us actually excited for ?. #VSFashionShow https://t.co/peaKzrveKi,Wed Nov 29 03:22:27 +0000 2017,0.4003,0.172,0.828,0.0
CBS,-71,RT @SaraSampaio: It’s show time! Tune in now on cbs #vsfashionshow https://t.co/u75WfqCJr7,Wed Nov 29 03:20:56 +0000 2017,0.0,0.0,1.0,0.0
CBS,-72,These Angels can do anything. ? #VSFashionShow https://t.co/7vz0zSz6Yc,Wed Nov 29 03:18:45 +0000 2017,0.0,0.0,1.0,0.0
CBS,-73,"RT @airfly111: IT'S MY FAVORITE NIGHT OF THE YEAR! #VSFashionShow
???",Wed Nov 29 03:16:50 +0000 2017,0.6155,0.287,0.713,0.0
CBS,-74,Porcelain perfection. ?  #VSFashionShow https://t.co/XQe14ycc1j,Wed Nov 29 03:11:29 +0000 2017,0.5719,0.552,0.448,0.0
CBS,-75,RT @EbtheCeleb: Saaaaannnngg Miguel #VSFashionShow,Wed Nov 29 03:10:51 +0000 2017,0.0,0.0,1.0,0.0
CBS,-76,When you know you SLAYED your walk. #VSFashionShow https://t.co/ZXVwioihIP,Wed Nov 29 03:07:06 +0000 2017,0.0,0.0,1.0,0.0
CBS,-77,.@Harry_Styles is killing it on stage right now. #VSFashionShow https://t.co/TtJHP1ZPOM,Wed Nov 29 03:04:59 +0000 2017,-0.6597,0.0,0.672,0.328
CBS,-78,"Grab your bestie, it’s time for the #VSFashionShow! https://t.co/0lqrCDrsBA",Wed Nov 29 02:56:00 +0000 2017,0.0,0.0,1.0,0.0
CBS,-79,This is what Tuesday night dreams are made of. Stay in with the #VSFashionShow tonight at 10/9c on CBS! Use code LE… https://t.co/Gzp3guuj8A,Wed Nov 29 02:53:04 +0000 2017,0.4574,0.12,0.88,0.0
CBS,-80,The #VSFashionShow Angels have arrived on the PINK Carpet! See them here: https://t.co/rWLPkoL3A1 https://t.co/CNCskef9xu,Wed Nov 29 02:24:15 +0000 2017,0.0,0.0,1.0,0.0
CBS,-81,Get in the holiday spirit tonight with a classic special! Watch Rudolph the Red-Nosed Reindeer at 8/7c on CBS.… https://t.co/TbTrPebanb,Wed Nov 29 00:43:55 +0000 2017,0.75,0.316,0.684,0.0
CBS,-82,"Join the Angels in Shanghai at the 2017 #VSFashionShow tonight @ 10/9c on CBS, or stream it live on CBS All Access:… https://t.co/UZ6omchwEt",Tue Nov 28 23:38:24 +0000 2017,0.296,0.095,0.905,0.0
CBS,-83,"Tomorrow night, Bruno Mars will take you on a joyride with Bruno Mars: 24K Live at the Apollo at 10/9c on CBS and C… https://t.co/XjmvRDmshi",Tue Nov 28 23:02:06 +0000 2017,0.2732,0.084,0.916,0.0
CBS,-84,"Over 250,000 crystals adorn Angel Elsa Hosk's stunning look! Don't miss the #VSFashionShow tonight @ 10/9c on CBS:… https://t.co/I7Cj01F1XO",Tue Nov 28 21:33:30 +0000 2017,0.6412,0.294,0.706,0.0
CBS,-85,"RT @CBSThisMorning: WATCH: @BrunoMars sits down with @GayleKing ahead of Wednesday’s #24KMagic Live special at @ApolloTheater on @CBS!  

F…",Tue Nov 28 20:36:19 +0000 2017,0.4574,0.143,0.857,0.0
CBS,-86,It's almost showtime! Head backstage with the Angels &amp; performers @Miguel and @LeslieOdomJr as they prepare for the… https://t.co/G7tzZiUG6Z,Tue Nov 28 19:35:16 +0000 2017,0.0,0.0,1.0,0.0
CBS,-87,"She's an Angel! Tonight, @Harry_Styles hits the runway at the #VSFashionShow @ 10/9c on CBS &amp; CBS All Access:… https://t.co/PowmtV0e9V",Tue Nov 28 17:00:03 +0000 2017,0.0,0.0,1.0,0.0
CBS,-88,"Craving more fashion?

Go behind the scenes LIVE on Facebook at 6:15ET before tonight’s #VSFashionShow with @etnow’… https://t.co/YkZSxzXsVo",Tue Nov 28 15:31:01 +0000 2017,0.0,0.0,1.0,0.0
CBS,-89,Spread your wings &amp; fly to Shanghai tonight! Here's how to watch the #VSFashionShow @ 10/9c on CBS &amp; CBS All Access… https://t.co/pixsXXIN1w,Tue Nov 28 15:00:05 +0000 2017,0.0,0.0,1.0,0.0
CBS,-90,"Congrats to Jay-Z, @KendrickLamar, @BrunoMars, @Lorde, @LadyGaga and all the 2018 #GRAMMYs nominees! See the comple… https://t.co/KLX6VHIfX7",Tue Nov 28 14:25:21 +0000 2017,0.5707,0.187,0.813,0.0
CBS,-91,Go backstage with the Angels as they get ready to walk the runway! Watch the #VSFashionShow tomorrow at 10/9c on CB… https://t.co/o98pKc51Zq,Tue Nov 28 01:37:07 +0000 2017,0.4199,0.117,0.883,0.0
CBS,-92,Bruno Mars is taking over New York City this Wed with Bruno Mars: 24K Magic Live at the Apollo! Tune in @ 10/9c on… https://t.co/A871bmdHiU,Tue Nov 28 00:09:46 +0000 2017,0.0,0.0,1.0,0.0
CBS,-93,"Tomorrow, don't miss the sexiest night on television when the #VSFashionShow airs @ 10/9c on CBS, or stream it with… https://t.co/O00i3BItsG",Mon Nov 27 22:03:36 +0000 2017,0.1139,0.071,0.929,0.0
CBS,-94,Make all your streams come true with a 1-month FREE trial of #CBSAllAccess. Use promo code LETSGO by 12/4:… https://t.co/G9trBBmefn,Mon Nov 27 20:02:27 +0000 2017,0.7804,0.287,0.713,0.0
CBS,-95,"Singer-songwriter @JoshGroban will headline the #Home4Holidays adoption special along with @kelly_clarkson,… https://t.co/EgzxIsLhjv",Mon Nov 27 18:32:06 +0000 2017,0.4019,0.197,0.803,0.0
CBS,-96,"Tomorrow, don't miss @Harry_Styles perform alongside the Angels at the #VSFashionShow! Tune in at 10/9c on CBS &amp; CB… https://t.co/a0fxt0rqUf",Mon Nov 27 12:01:03 +0000 2017,0.1867,0.084,0.916,0.0
CBS,-97,Due to #NFL football overrun #CBS is delayed in east &amp; central time zones. New start times #60minutes 7:46ET/6:46CT… https://t.co/tA6gF7rkGX,Mon Nov 27 00:53:16 +0000 2017,-0.2263,0.0,0.909,0.091
CBS,-98,"RT @RecordingAcad: Two days left 'til #GRAMMYs nominations! ? Are you excited? 

RT if you're counting down with us! ? https://t.co/11tdE0k…",Mon Nov 27 00:16:34 +0000 2017,0.4559,0.142,0.858,0.0
CBS,-99,"Spread some holiday cheer with the heartwarming Christmas classic, The Story of Santa Claus! Watch the full special… https://t.co/3TQ6qjpzK6",Mon Nov 27 00:15:41 +0000 2017,0.8553,0.37,0.63,0.0
CNN,0,"The Foreign Service will survive with or without Secretary of State Rex Tillerson, John Kirby writes for… https://t.co/Gzi8QQILjQ",Sun Dec 03 02:15:02 +0000 2017,0.0,0.0,1.0,0.0
CNN,-1,Hundreds of migrants stranded in Libya are returned to Nigeria https://t.co/HSYijBDAQV https://t.co/2c4JpVur6H,Sun Dec 03 02:00:17 +0000 2017,0.0,0.0,1.0,0.0
CNN,-2,Critics react to President Trump's tweet on firing Michael Flynn https://t.co/3NhuOrRFLF https://t.co/MfEHcYYBXo,Sun Dec 03 01:45:05 +0000 2017,-0.5574,0.0,0.685,0.315
CNN,-3,Donald Trump's family denied its German heritage for years https://t.co/S2y0erGYwA https://t.co/iICmoEScZQ,Sun Dec 03 01:30:18 +0000 2017,-0.4404,0.0,0.775,0.225
CNN,-4,Elon Musk plans to send his Tesla Roadster to Mars on a giant rocket https://t.co/BjKhRKh4t3 https://t.co/VBFZxhIRCH,Sun Dec 03 01:15:08 +0000 2017,0.0,0.0,1.0,0.0
CNN,-5,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/ADC0mcdoTZ,Sun Dec 03 01:00:15 +0000 2017,0.7096,0.247,0.753,0.0
CNN,-6,"National security adviser HR McMaster says that the potential for war with North Korea is ""increasing every day""… https://t.co/xaiFCiyJov",Sun Dec 03 00:58:24 +0000 2017,-0.3612,0.103,0.73,0.167
CNN,-7,Mikaela Shiffrin scores her first downhill podium in Lake Louise https://t.co/Uw9ZQkEwKq https://t.co/pWduQio66Q,Sun Dec 03 00:45:04 +0000 2017,0.0,0.0,1.0,0.0
CNN,-8,"RT @cnnbrk: Authorities believe they have found the body of Mariah Woods, a 3-year-old North Carolina girl missing since Sunday, the FBI sa…",Sun Dec 03 00:34:42 +0000 2017,-0.296,0.0,0.905,0.095
CNN,-9,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/Epa3YboHdU,Sun Dec 03 00:30:21 +0000 2017,0.0,0.0,1.0,0.0
CNN,-10,"Flynn may be the bait, but he's no coffee boy, Laura Coates writes for @CNNOpinion https://t.co/iCW450kseI https://t.co/JgQzv8A678",Sun Dec 03 00:15:11 +0000 2017,-0.4215,0.0,0.851,0.149
CNN,-11,President Trump will hold a campaign-style rally near Alabama days before the state's special election for US Senat… https://t.co/yhz435QHTy,Sun Dec 03 00:00:15 +0000 2017,0.4019,0.137,0.863,0.0
CNN,-12,"Vermont senior tested ricin recipe on retirement community, feds say https://t.co/EpUB9blW09 https://t.co/ikTVyXUHrU",Sat Dec 02 23:45:06 +0000 2017,0.0,0.0,1.0,0.0
CNN,-13,RT @CNNMoney: ABC News announced Saturday that it has suspended investigative reporter Brian Ross for four weeks without pay after Ross was…,Sat Dec 02 23:35:02 +0000 2017,-0.4222,0.053,0.82,0.127
CNN,-14,"Muslim father accused in custody battle of radicalizing son, court documents say https://t.co/5zMSMQipul https://t.co/AVDYuAegbz",Sat Dec 02 23:30:11 +0000 2017,-0.5859,0.0,0.714,0.286
CNN,-15,Glitch forces iPhones to reboot over and over https://t.co/54KKMOup23 https://t.co/1qMWdPVCYM,Sat Dec 02 23:15:04 +0000 2017,0.0,0.0,1.0,0.0
CNN,-16,"Tom Hanks talks Trump, Hollywood &amp; history with CNN’s David Axelrod. The Axe Files with David Axelrod airs Saturday… https://t.co/VeScTikjCk",Sat Dec 02 23:00:16 +0000 2017,-0.1027,0.0,0.931,0.069
CNN,-17,Voyager 1 spacecraft thrusters fired up for first time since 1980 https://t.co/o1sczzzMmU https://t.co/ZnzkKAVSVP,Sat Dec 02 22:45:06 +0000 2017,-0.5574,0.0,0.753,0.247
CNN,-18,How all but one Republican senator found a way to pass tax reform https://t.co/SMQWjO1xrk https://t.co/WO4xymJq7v,Sat Dec 02 22:30:06 +0000 2017,0.0,0.0,1.0,0.0
CNN,-19,FBI agent removed from special counsel Robert Mueller's investigation over anti-Trump messages… https://t.co/7wAYCs0IeW,Sat Dec 02 22:15:07 +0000 2017,0.4019,0.184,0.816,0.0
CNN,-20,US official says North Korea's new intercontinental ballistic missile likely broke up upon re-entry… https://t.co/tu4dwWDlcf,Sat Dec 02 22:00:05 +0000 2017,-0.4215,0.0,0.833,0.167
CNN,-21,Democratic campaign arm calls on congressman to resign following harassment allegation https://t.co/7nBfnQeoop https://t.co/xALSYCZvqF,Sat Dec 02 21:45:05 +0000 2017,-0.7096,0.0,0.651,0.349
CNN,-22,Mom's boyfriend arrested as authorities say missing 3-year-old assumed dead https://t.co/NlfceoPn0I https://t.co/8pTDH4wf6B,Sat Dec 02 21:30:14 +0000 2017,-0.8625,0.0,0.484,0.516
CNN,-23,Turkey targets assets of US witness who says Turkish President Recep Tayyip Erdogan is corrupt… https://t.co/iN10Hipdk2,Sat Dec 02 21:15:16 +0000 2017,0.1779,0.102,0.898,0.0
CNN,-24,Golf writer Michael Corcoran says then-citizen Donald Trump made a 'p-word' comment in 2000 https://t.co/9piT65pziY https://t.co/hR3WkX4oFr,Sat Dec 02 21:00:10 +0000 2017,0.0,0.0,1.0,0.0
CNN,-25,Top defense attorney Mark O'Mara says it's 'horribly improper' for politicians to attack the criminal justice syste… https://t.co/XWmYR50i2X,Sat Dec 02 20:45:51 +0000 2017,-0.6369,0.234,0.42,0.346
CNN,-26,"RT @CNNnewsroom: Ex-Ethics Dir. Walter Shaub reacts to Trump's latest tweet: ""The President has just damaged his credibility significantly,…",Sat Dec 02 20:30:38 +0000 2017,-0.4404,0.0,0.861,0.139
CNN,-27,Former Stanford University swimmer convicted of sexual assault asks for new trial https://t.co/GnF6laqQbU https://t.co/IHWiiEjmvY,Sat Dec 02 20:15:04 +0000 2017,-0.5859,0.0,0.774,0.226
CNN,-28,Tom Hanks tells CNN's David Axelrod that President Trump's attacks on the press are concerning. The Axe Files with… https://t.co/JYZXNkCBEw,Sat Dec 02 20:00:55 +0000 2017,-0.5106,0.0,0.807,0.193
CNN,-29,Longtime Michigan congressman announces retirement https://t.co/pykQkbTkfL https://t.co/Uri5suh0wW,Sat Dec 02 19:45:12 +0000 2017,0.0,0.0,1.0,0.0
CNN,-30,Police have taken down a man who opened fire at a California hospital https://t.co/nxqamcZRvs https://t.co/8K1Hiuj5CV,Sat Dec 02 19:30:05 +0000 2017,-0.34,0.0,0.833,0.167
CNN,-31,State Deptment told to plan for potential protests after Jerusalem embassy announcement https://t.co/qUbIiI6mVZ https://t.co/oFwF0aXhRU,Sat Dec 02 19:15:10 +0000 2017,-0.2263,0.0,0.872,0.128
CNN,-32,Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY,Sat Dec 02 19:00:13 +0000 2017,0.128,0.219,0.592,0.189
CNN,-33,Two Russian lawmakers dismiss Michael Flynn's guilty plea https://t.co/x1hZJ2yt53 https://t.co/NFKqWYFH7n,Sat Dec 02 18:45:09 +0000 2017,-0.4215,0.0,0.763,0.237
CNN,-34,"With latest plea deal, Special Counsel Robert Mueller's investigation is closing in on President Trump… https://t.co/KpHFc8hXfe",Sat Dec 02 18:30:02 +0000 2017,0.4019,0.153,0.847,0.0
CNN,-35,This is how senators voted on the tax bill https://t.co/OixXyYsj2h https://t.co/zI3R6qmjjc,Sat Dec 02 18:15:03 +0000 2017,0.0,0.0,1.0,0.0
CNN,-36,North Korea's Foreign Ministry says President Trump is 'begging for nuclear war' https://t.co/Hona6lE9QZ https://t.co/Sf31LRzB4x,Sat Dec 02 18:00:04 +0000 2017,-0.5994,0.0,0.769,0.231
CNN,-37,Republicans just bet the entire 2018 election on an unpopular tax plan | Analysis by Chris Cillizza… https://t.co/ek3cu1JEAW,Sat Dec 02 17:45:05 +0000 2017,0.0,0.0,1.0,0.0
CNN,-38,Canada could make billions from legal pot https://t.co/aMizY9t0FC https://t.co/S1BlrQDxl6,Sat Dec 02 17:30:04 +0000 2017,0.128,0.158,0.842,0.0
CNN,-39,Poll: Democrat Doug Jones closes gap with Republican Roy Moore in race for Alabama Senate seat… https://t.co/VWmS50Si2J,Sat Dec 02 17:15:06 +0000 2017,0.0,0.0,1.0,0.0
CNN,-40,CNN’s David Axelrod sits down with Academy Award-winning actor Tom Hanks. The Axe Files with David Axelrod airs Sat… https://t.co/MnzDtDM3qC,Sat Dec 02 17:00:06 +0000 2017,-0.1027,0.0,0.931,0.069
CNN,-41,US senators gear up for fight over Dodd-Frank rollback https://t.co/MFk3iYSgam,Sat Dec 02 16:45:07 +0000 2017,-0.3818,0.0,0.776,0.224
CNN,-42,President Trump on Michael Flynn deal: 'There has been absolutely no collusion' https://t.co/FUx4Cf0vCF https://t.co/pIIlu7lNeA,Sat Dec 02 16:30:13 +0000 2017,-0.3597,0.0,0.839,0.161
CNN,-43,"Florida teen found safe in New York with 27-year-old soccer coach, sheriff says https://t.co/Rhp75OeEAu https://t.co/FrVnENyrcP",Sat Dec 02 16:15:05 +0000 2017,0.4404,0.172,0.828,0.0
CNN,-44,"After a fatal police shooting, this mom is haunted by shocking incisions all over her son's body #BeneathTheSkin… https://t.co/KqNBJvffuK",Sat Dec 02 16:00:22 +0000 2017,-0.8519,0.0,0.617,0.383
CNN,-45,Stakeholders line up on both sides of the religious liberty case in the US Supreme Court https://t.co/BDbzDhcOjM https://t.co/KErgcIqKgX,Sat Dec 02 15:45:09 +0000 2017,0.7906,0.304,0.696,0.0
CNN,-46,Why Calfornia is wincing over Trump-backed health plan associations https://t.co/8EYi4mVpSD https://t.co/94GliD75N4,Sat Dec 02 15:27:52 +0000 2017,0.0,0.0,1.0,0.0
CNN,-47,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/B0TlpqgQvg,Sat Dec 02 15:00:30 +0000 2017,0.0,0.0,1.0,0.0
CNN,-48,"RT @CNNPolitics: President Trump praises the passage of the Senate tax bill and looks ahead to conference committee: ""Something beautiful i…",Sat Dec 02 14:55:33 +0000 2017,0.8074,0.278,0.722,0.0
CNN,-49,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/iZyjU9nOhM,Sat Dec 02 14:45:04 +0000 2017,0.0,0.0,1.0,0.0
CNN,-50,"Economist Arthur Laffer: The CBO is ""wrong,"" the Senate tax bill ""will spur economic growth"" and will not add $1.4… https://t.co/mujQyHl6CF",Sat Dec 02 14:38:05 +0000 2017,0.3818,0.115,0.885,0.0
CNN,-51,"This is one of thousands of giant sinkholes in Greenland, where water is draining through the ice sheet into the oc… https://t.co/b1eVkIol9S",Sat Dec 02 14:30:51 +0000 2017,0.0,0.0,1.0,0.0
CNN,-52,"Former federal prosecutor John Brownlee: Michael Flynn's credibility as a witness ""has been significantly damaged b… https://t.co/JjnEQpJivK",Sat Dec 02 14:10:16 +0000 2017,-0.4404,0.0,0.838,0.162
CNN,-53,"Former 49ers quarterback Colin Kaepernick has been named the recipient of Sports Illustrated's legacy award, which… https://t.co/JpgasveNTw",Sat Dec 02 14:00:18 +0000 2017,0.5423,0.179,0.821,0.0
CNN,-54,Shocking postmortem incisions on her son's body after he was fatally shot by police led this Chicago mom to ask CNN… https://t.co/vWxNddGLg5,Sat Dec 02 13:40:08 +0000 2017,-0.7845,0.0,0.743,0.257
CNN,-55,CNN journalists have risked their lives in the most dangerous places around the world so you know the truth… https://t.co/R3F9YGHl5J,Sat Dec 02 13:29:03 +0000 2017,-0.6478,0.0,0.773,0.227
CNN,-56,"Matt Lauer ""will not be paid past his last day of work,"" a senior NBC source says https://t.co/E0VcSNSUHS https://t.co/0LUMeTndUJ",Sat Dec 02 13:00:22 +0000 2017,0.0,0.0,1.0,0.0
CNN,-57,"""Fat Leonard,"" the biggest corruption scandal in US Navy history, has tarnished the career of another admiral… https://t.co/oL4bLB8gYS",Sat Dec 02 12:30:21 +0000 2017,-0.4404,0.0,0.854,0.146
CNN,-58,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/WLhv3nvbW7,Sat Dec 02 12:00:37 +0000 2017,0.7574,0.294,0.706,0.0
CNN,-59,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/sUxboTGGS4,Sat Dec 02 11:30:36 +0000 2017,0.0,0.0,1.0,0.0
CNN,-60,"In Greenland, evidence of climate change is written in ice and stone https://t.co/rm0MjDsh2z https://t.co/zhs2wuObi3",Sat Dec 02 11:01:08 +0000 2017,0.0,0.0,1.0,0.0
CNN,-61,This is how the tax bill would affect your household finances https://t.co/uzCyZCPSdF https://t.co/3bq0EzDh37,Sat Dec 02 10:30:21 +0000 2017,0.0,0.0,1.0,0.0
CNN,-62,A Kremlin-linked troll is once again demonstrating how difficult it is for Twitter to police its own platform… https://t.co/6KrUAw3he9,Sat Dec 02 10:00:21 +0000 2017,-0.3612,0.0,0.872,0.128
CNN,-63,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/knx2rdt8SW https://t.co/aNoibaIeTq",Sat Dec 02 09:30:15 +0000 2017,-0.296,0.225,0.539,0.235
CNN,-64,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/liCtPng8mA",Sat Dec 02 09:00:27 +0000 2017,-0.2023,0.0,0.921,0.079
CNN,-65,"Meet the 11-year-old who created a cheap device to test drinking water for lead, and won a $25,000 science prize… https://t.co/Tfzvuyk9J4",Sat Dec 02 08:29:07 +0000 2017,0.6908,0.251,0.749,0.0
CNN,-66,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/1uxaRBVGaP,Sat Dec 02 08:00:15 +0000 2017,0.0,0.0,1.0,0.0
CNN,-67,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/Wz9f2qUdGg",Sat Dec 02 07:30:06 +0000 2017,0.0258,0.105,0.795,0.1
CNN,-68,Senate passes its GOP tax reform bill with 51 votes after a day full of lawmakers making changes to bring enough me… https://t.co/IChv44Xy0d,Sat Dec 02 07:09:54 +0000 2017,0.0,0.0,1.0,0.0
CNN,-69,This video shows a man's final moments before he was fatally shot outside his home in Nashville. His son released t… https://t.co/w0q8PL0fOU,Sat Dec 02 07:02:24 +0000 2017,-0.6369,0.0,0.826,0.174
CNN,-70,President Trump has questioned the authenticity of the infamous “Access Hollywood” tape in which he bragged about b… https://t.co/noBeChbfF0,Sat Dec 02 06:30:14 +0000 2017,-0.1027,0.0,0.928,0.072
CNN,-71,"Former Secretary of State Madeleine Albright believes the US is facing a ""national security emergency"" because of t… https://t.co/euFlPDWFDp",Sat Dec 02 06:00:18 +0000 2017,-0.0516,0.114,0.762,0.124
CNN,-72,Arby's is buying Buffalo Wild Wings for $2.9 billion https://t.co/ZRKFZ5YX0m https://t.co/NEluzZOZGB,Sat Dec 02 05:30:06 +0000 2017,0.0,0.0,1.0,0.0
CNN,-73,Votes on amendments are underway with Senate Republicans set to pass a massive tax overhaul. The bill includes hand… https://t.co/nFBbwMuFTa,Sat Dec 02 05:20:17 +0000 2017,0.0,0.0,1.0,0.0
